objectid;cod_ibge;cod_ses;cod_regiao_uf;macrorregiao_saude;regiao_saude;nome_regiao_saude;crs;municipio;cod_cnes;nome_da_unidade;telefone;nome_razao_social;cod_tipo_un;ds_tipo_un;ds_natureza;tp_gestao;latitude;longitude;equipamento;complemento;cep;endereco;adulto_leito_uti;status
740;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2265052;HOSPITAL FEMINA SA;;HOSPITAL FEMINA SA;7;HOSPITAL ESPECIALIZADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-30.029288;-51.206837;Hospital; ;90430-001;RUA MOSTARDEIRO, 17 - RIO BRANCO;4.0;ATIVO
745;4303509;430350;465;Metropolitana;9;REGIÃO 09 - CARBONÍFERA/COSTA DOCE;01ª CRS;Camaquã;2257548;HOSPITAL NOSSA SENHORA APARECIDA DE CAMAQUA;;FUNDACAO ASSISTENCIAL E BENEFICENTE DE CAMAQUA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-30.84837877;-51.81483847;Hospital; ;96180-000;RUA CRISTOVAO GOMES DE ANDRADE, 630 - CENTRO;;ATIVO
753;4308458;430845;468;Missioneira;12;REGIÃO 12 - PORTAL DAS MISSÕES;09ª CRS;Fortaleza dos Valos;2263866;HOSPITAL MUNICIPAL BOM PASTOR;;HOSPITAL MUNICIPAL BOM PASTOR;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.792395;-53.217124;Hospital; ;98125-000;RUA FACCO, 853 - CENTRO;;ATIVO
754;4304200;430420;484;Vales;28;REGIÃO 28 - VINTE E OITO;13ª CRS;Candelária;2236362;HOSPITAL CANDELARIA;;SOCIEDADE BENEFICENTE HOSPITAL CANDELARIA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.666203;-52.792305;Hospital; ;96935-000;AV MARECHAL DEODORO, 1279 - CENTRO;;ATIVO
773;4305702;430570;469;Missioneira;13;REGIÃO 13 - DIVERSIDADE;17ª CRS;Condor;2261111;HOSPITAL DE CONDOR;;SOCIEDADE HOSPITAL BENEFICENTE DE CONDOR;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;DUPLA;-28.209374;-53.489266;Hospital; ;98290-000;RUA GERMANO KELLER, 66 - CENTRO;;ATIVO
789;4310207;431020;469;Missioneira;13;REGIÃO 13 - DIVERSIDADE;17ª CRS;Ijuí;2261030;HOSPITAL BOM PASTOR IJUI;;ASSOCIACAO HOSPITAL BOM PASTOR IJUI;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-28.393604;-53.896449;Hospital; ;98700-000;AV DAVID JOSE MARTINS, 1376 - HAMMASTRON;;ATIVO
829;4317509;431750;467;Missioneira;11;REGIÃO 11 - SETE POVOS DAS MISSÕES;12ª CRS;Santo Ângelo;7151888;HOSPITAL REGIONAL UNIMED MISSOES;;UNIMED MISSOES RS COOPERATIVA DE ASSISTENCIA A SAUDE LTDA;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-28.310648;-54.258597;Hospital; ;98801-029;AVENIDA RIO GRANDE DO SUL, 1133 - AVANCO;7.0;ATIVO
831;4308409;430840;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Formigueiro;2244217;HOSPITAL MUNICIPAL PEDRO CALIL;;PREFEITURA MUNICIPAL DE FORMIGUEIRO;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;ESTADUAL;-30.000602;-53.495785;Hospital; ;97210-000;RUA ADELINO CARDOSO, 150 - CENTRO;;ATIVO
855;4310603;431060;459;Centro-Oeste;3;REGIÃO 03 - FRONTEIRA OESTE;10ª CRS;Itaqui;2248271;HOSPITAL SAO PATRICIO DE ITAQUI;;HOSPITAL SAO PATRICIO DE ITAQUI;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.136754;-56.54004;Hospital; ;97650-000;RUA SAO FRANCISCO, 694 - CIDADE ALTA;;ATIVO
861;4300406;430040;459;Centro-Oeste;3;REGIÃO 03 - FRONTEIRA OESTE;10ª CRS;Alegrete;2248328;SANTA CASA DE ALEGRETE;;IRMANDADE DA SANTA CASA DE CARIDADE ALEGRETE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.774827;-55.791042;Hospital; ;97541-260;RUA GENERAL SAMPAIO, 88 - VILA NOVA;;ATIVO
862;4316907;431690;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Santa Maria;5433509;HOSPITAL GERAL UNIMED SANTA MARIA;;UNIMED SANTA MARIA RS COOP DE ASSISTENCIA A SAUDE LTDA;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-29.687203;-53.815489;Hospital; ;97010-000;RUA VENANCIO AIRES, 1078 - CENTRO;;ATIVO
865;4309407;430940;481;Serra;25;REGIÃO 25 - VINHEDOS E BASALTO;05ª CRS;Guaporé;2793237;ASSOCIACAO HOSPITALAR MANOEL FRANCISCO GUERREIRO;;ASSOCIACAO HOSPITALAR MANOEL FRANCISCO GUERREIRO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-28.848289;-51.885799;Hospital; ;99200-000;RUA DR JOAO MANOEL PEREIRA, 951 - CENTRO;;ATIVO
904;4313003;431300;485;Vales;29;REGIÃO 29 - VALES E MONTANHAS;16ª CRS;Nova Bréscia;2252112;HOSPITAL SAO JOAO BATISTA NOVA BRESCIA;;ASSOCIACAO HOSPITALAR SAO JOAO BATISTA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.214601;-52.025573;Hospital; ;95950-000;AVENIDA BENTO GONCALVES, 1184 - CENTRO;;ATIVO
911;4314100;431410;473;Norte;17;REGIÃO 17 - PLANALTO;06ª CRS;Passo Fundo;2246996;HOSPITAL MUNICIPAL - PASSO FUNDO;;HOSPITAL BENEFICENTE DR CESAR SANTOS;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;ESTADUAL;-28.258439;-52.393919;Hospital; ;99010-640;RUA ALCIDES MOURA, 100 - POPULAR;;ATIVO
913;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;9570047;HOSPITAL BDW;;HOSPITAL BDW S A;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-30.045762;-51.207889;Hospital;102;90620-130;RUA GOMES JARDIM, 221 - SANTANA;;ATIVO
920;4313409;431340;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;Novo Hamburgo;533696;HOSPITAL UNIMED VALE DO SINOS TORRE II - NOVO HAMBURGO;;UNIMED VALE DO SINOS COOPERATIVA DE ASSISTENCIA A SAUDE LT;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-29.689;-51.106954;Hospital;;93540-090;RUA VIDAL BRASIL, 1671 - HAMBURGO VELHO;;ATIVO
922;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2237121;HOSPITAL SANATORIO PARTENON;;HOSPITAL SANATORIO PARTENON;7;HOSPITAL ESPECIALIZADO;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.063;-51.178801;Hospital;;90650-001;AV BENTO GONCALVES, 3722 - PARTENON;;ATIVO
924;4321303;432130;486;Vales;30;REGIÃO 30 - VALE DA LUZ;16ª CRS;Taquari;9563873;HOSPITAL SAO JOSE TAQUARI;;ASSOCIACAO TAQUARIENSE DE SAUDE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.802945;-51.866638;Hospital; ;95860-000;MARECHAL DEODORO, 1390 - CENTRO;;ATIVO
927;4321006;432100;475;Norte;19;REGIÃO 19 - BOTUCARAÍ;06ª CRS;Tapera;2246783;HOSPITAL ROQUE GONZALEZ - TAPERA;;SOCIEDADE HOSPITALAR ROQUE GONZALEZ;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-28.630542;-52.869092;Hospital; ;99490-000;RUA RUI BARBOSA, 265 - CENTRO;;ATIVO
941;4314308;431430;469;Missioneira;13;REGIÃO 13 - DIVERSIDADE;17ª CRS;Pejuçara;2261138;HOSPITAL PEJUCARA;;CASA BENEFICENTE DE SAUDE RIO BRANCO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;DUPLA;-28.424972;-53.656028;Hospital; ;98270-000;RUA LUIGI BASSO, 1017 - CENTRO;;ATIVO
952;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2693801;ASSOCIACAO HOSPITALAR VILA NOVA PORTO ALEGRE;;ASSOCIACAO HOSPITALAR VILA NOVA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-30.119341;-51.207774;Hospital; ;91750-040;RUA CATARINO ANDREATTA, 155 - VILA NOVA;20.0;ATIVO
963;4301305;430130;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Arroio Grande;2233428;SANTA CASA DE MISERICORDIA DE ARROIO GRANDE;;SANTA CASA DE MISERICORDIA DE ARROIO GRANDE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-32.23105;-53.08403;Hospital; ;96330-000;RUA DR MONTEIRO, 1164 - CENTRO;;ATIVO
967;4315602;431560;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Rio Grande;2232995;SANTA CASA DO RIO GRANDE;;ASSOCIACAO DE CARIDADE SANTA CASA DO RIO GRANDE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-32.030679;-52.10255;Hospital; ;96200-400;RUA GENERAL OSORIO, 625 - CENTRO;30.0;ATIVO
1003;4302204;430220;470;Missioneira;14;REGIÃO 14 - FRONTEIRA NOROESTE;14ª CRS;Boa Vista do Buricá;2250705;HOSPITAL DE CARIDADE BOA VISTA;;ASSOCIACAO HOSPITALAR BOA VISTA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.670592;-54.11028;Hospital; ;98918-000;AV SAO JOSE, 866 - CENTRO;;ATIVO
1004;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2262568;HOSPITAL SAO LUCAS DA PUCRS;;UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-30.055232;-51.173383;Hospital; ;90610-000;AV IPIRANGA, 6690 - JARDIM BOTANICO;5.0;ATIVO
1005;4319000;431900;482;Serra;26;REGIÃO 26 - UVA VALE;05ª CRS;São Marcos;3228630;HOSPITAL DR STICH;;NILDO SANDER STICH;22;CONSULTORIO ISOLADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-28.969367;-51.068015;Hospital; ;95190-000;RUA DR ROSA, 174 - CENTRO;;ATIVO
1013;4308508;430850;471;Norte;15;REGIÃO 15 - CAMINHO DAS ÁGUAS;02ª CRS;Frederico Westphalen;2228602;HOSPITAL DIVINA PROVIDENCIA FREDWEST;;SOC BENEF DO HOSPITAL DE CARIDADE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.35645;-53.401729;Hospital;PREDIO;98400-000;RUA SETE DE SETEMBRO, 90 - CENTRO;10.0;ATIVO
1019;4318432;431843;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;São João do Polêsine;6364810;HOSPITAL DR ROBERTO BINATTO;;HOSPITAL DR ROBERTO BINATTO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.620251;-53.445857;Hospital; ;97230-000;RUA AUGUSTO ARNUTI, 700 - CENTRO;;ATIVO
1028;4310108;431010;462;Metropolitana;6;REGIÃO 06 - VALE DO PARANHANA E COSTA SERRA;01ª CRS;Igrejinha;2227665;HOSPITAL BOM PASTOR IGREJINHA;;ASSOCIACAO BENEFICENTE DE IGREJINHA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.572503;-50.801169;Hospital; ;95650-000;RUA DR EDMUNDO LAUFFER, 351 - BOM PASTOR;;ATIVO
1056;4312500;431250;461;Metropolitana;5;REGIÃO 05 - BONS VENTOS;18ª CRS;Mostardas;2224615;HOSPITAL SAO LUIZ MOSTARDAS;;SOCIEDADE BENEFICIENTE SAO LUIZ DE MOSTARDAS;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-31.104669;-50.917099;Hospital; ;96270-000;ALMIRANTE TAMANDARE, 864 - CENTRO;;ATIVO
1057;4313102;431310;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Nova Palma;2244128;HOSPITAL NOSSA SENHORA DA PIEDADE;;ASSOCIACAO HOSPITAL NOSSA SENHORA DA PIEDADE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.470083;-53.473991;Hospital; ;97250-000;RUA SILVIO GROTTO, 499 - CENTRO;;ATIVO
1063;4300802;430080;482;Serra;26;REGIÃO 26 - UVA VALE;05ª CRS;Antônio Prado;2241072;HOSPITAL SAO JOSE ANTONIO PRADO;;SOCIEDADE HOSPITALAR SAO JOSE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-28.85661;-51.285345;Hospital; ;95250-000;RUA DR OSVALDO HAMPE, 258 - CENTRO;;ATIVO
1091;4316303;431630;467;Missioneira;11;REGIÃO 11 - SETE POVOS DAS MISSÕES;12ª CRS;Roque Gonzales;2259974;HOSPITAL SANTO ANTONIO ROQUE GONZALES;;HOSPITAL DE CARIDADE SANTO ANTONIO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-28.129604;-55.026366;Hospital; ;97970-000;RUA MONSENHOR WOLSKI, 117 - CENTRO;;ATIVO
1095;4306809;430680;485;Vales;29;REGIÃO 29 - VALES E MONTANHAS;16ª CRS;Encantado;2252228;HOSPITAL SANTA TERESINHA ENCANTADO;;BENEFICENCIA CAMILIANA DO SUL;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.23320051;-51.88803684;Hospital; ;95960-000;JULIO DE CASTILHOS, 791 - CENTRO;;ATIVO
1112;4316808;431680;484;Vales;28;REGIÃO 28 - VINTE E OITO;13ª CRS;Santa Cruz do Sul;2255936;HOSPITAL ANA NERY;;HOSPITAL ANA NERY SANTA CRUZ DO SUL;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.73771;-52.427176;Hospital; ;96835-090;RUA PEREIRA DA CUNHA, 209 - ARROIO GRANDE;7.0;ATIVO
1118;4311809;431180;473;Norte;17;REGIÃO 17 - PLANALTO;06ª CRS;Marau;9131981;HOSPITAL SAO LUCAS;;HOSPITAL SAO LUCAS LTDA;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-28.453967;-52.200242;Hospital;PAVMTO02;99150-000;BARAO DO RIO BRANCO, 1751 - CENTRO;;ATIVO
1128;4309704;430970;469;Missioneira;13;REGIÃO 13 - DIVERSIDADE;17ª CRS;Humaitá;2265893;HOSPITAL ADESCO;;ASSOCIACAO DE DESENVOLVIMENTO COMUNITARIO DE HUMAITA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;DUPLA;-27.56682;-53.971763;Hospital; ;98670-000;RUA JOAO PESSOA, 399 - CENTRO;;ATIVO
1130;4315404;431540;476;Norte;20;REGIÃO 20 - ROTA DA PRODUÇÃO;15ª CRS;Redentora;2235455;PRONTO ATENDIMENTO DE URGENCIA;;VIEIRA GUERREIRO E SEGURA LTDA;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-27.6622208;-53.638743;Hospital;CASA;98550-000;AVENIDA PRESIDENTE CASTELO BRANCO, 55 - CENTRO;;ATIVO
1139;4313409;431340;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;Novo Hamburgo;3213943;HOSPITAL UNIMED VALE DO SINOS TORRE I NOVO HAMBURGO;;UNIMED VALE DOS SINOS SOCIEDADE COOP DE TRAB MED LTDA;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-29.688652;-51.107089;Hospital; ;93540-300;RUA WALDEMAR GEIB, 161 - CANUDOS;7.0;ATIVO
1140;4300208;430020;469;Missioneira;13;REGIÃO 13 - DIVERSIDADE;17ª CRS;Ajuricaba;2265885;HOSPITAL AJURICABA;;ASSOCIACAO HOSPITALAR BENEFICENTE AJURICABA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-28.235552;-53.76836;Hospital; ;98750-000;RUA FLORIANO PEIXOTO, 50 - PLANALTO;;ATIVO
1147;4322608;432260;484;Vales;28;REGIÃO 28 - VINTE E OITO;13ª CRS;Venâncio Aires;2236370;HOSPITAL SAO SEBASTIAO MARTIR;;HOSPITAL SAO SEBASTIAO MARTIR;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.607657;-52.191095;Hospital; ;95800-000;RUA TIRADENTES, 834 - CENTRO;10.0;ATIVO
1157;4313656;431365;461;Metropolitana;5;REGIÃO 05 - BONS VENTOS;18ª CRS;Palmares do Sul;2224607;HOSPITAL SAO JOSE PALMARES DO SUL;;SOCIEDADE BENEFICENTE SAO JOSE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-30.264523;-50.511876;Hospital; ;95540-000;RUA FIRMIANO OSORIO, 60 - CENTRO;;ATIVO
1204;4313409;431340;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;Novo Hamburgo;2231611;INSTITUTO DE TRATAMENTO CARDIOVASCULAR LTDA;;INSTITUTO DE TRATAMENTO CARDIOVASCULAR LTDA;62;HOSPITAL/DIA - ISOLADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-29.6755968;-51.1324262;Hospital;FUNDOS;93315-544;AVENIDA PEDRO ADAMS FILHO, 6520 - OPERARIO;;ATIVO
1211;4310850;431085;476;Norte;20;REGIÃO 20 - ROTA DA PRODUÇÃO;15ª CRS;Jaboticaba;2235315;HOSPITAL SANTA RITA D JABOTICABA;;ASSOCIACAO HOSPITALAR SANTA RITA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;DUPLA;-27.633003;-53.27589;Hospital;CASA;98350-000;RUA THEODORO SYBERICHS, 548 - CENTRO;;ATIVO
1219;4315701;431570;484;Vales;28;REGIÃO 28 - VINTE E OITO;13ª CRS;Rio Pardo;2792974;HOSPITAL DOS PASSOS;;FUNDACAO HOSPITALAR GETULIO VARGAS;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.984678;-52.371335;Hospital; ;96640-000;PRACA CORONEL PEREIRA REGO, 30 - AUXILIADORA;;ATIVO
1229;4300703;430070;485;Vales;29;REGIÃO 29 - VALES E MONTANHAS;16ª CRS;Anta Gorda;9309470;HOSPITAL PADRE CATELLI;;ASSOCIACAO HOSPITALAR PADRE HERMINIO CATELLI;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-28.97288;-52.005098;Hospital; ;95980-000;RUA ARMINHO MIOTTO, 1032 - CENTRO;;ATIVO
1232;4322533;432253;484;Vales;28;REGIÃO 28 - VINTE E OITO;13ª CRS;Vale do Sol;2236338;HOSPITAL VALE DO SOL;;HOSPITAL BENEFICENTE VALE DO SOL HBVS;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.604891;-52.687756;Hospital; ;96878-000;RUA LINDOLFO MACHADO, 36 - CENTRO;;ATIVO
1246;4314407;431440;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Pelotas;7701942;COMPLEXO DE SAUDE UNIMED PELOTAS;;UNIMED PELOTAS RS COOPERATIVA DE ASSISTENCIA A SAUDE LTDA;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-31.7348132;-52.3474647;Hospital;;96055-120;DR GERALDO TREPTOW, 250 - TRES VENDAS;;ATIVO
1254;4314407;431440;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Pelotas;2253046;HOSPITAL UNIVERSITARIO SAO FRANCISCO DE PAULA;;SOCIEDADE PELOTENSE DE ASSISTENCIA E CULTURA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-31.757481;-52.340619;Hospital; ;96020-220;RUA MARECHAL DEODORO, 1123 - CENTRO;20.0;ATIVO
1258;4317103;431710;459;Centro-Oeste;3;REGIÃO 03 - FRONTEIRA OESTE;10ª CRS;Santana do Livramento;5395194;PRONTOMED CTI CENTRO DE TRATAMENTO INTENSIVO LTDA;;PRONTOMED CTI CENTRO DE TRATAMENTO INTENSIVO LTDA;7;HOSPITAL ESPECIALIZADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-30.898776;-55.529719;Hospital;SALA 05;97574-210;AV ALMIRANTE TAMANDARE, 2880 - CENTRO;6.0;ATIVO
1278;4320677;432067;484;Vales;28;REGIÃO 28 - VINTE E OITO;13ª CRS;Sinimbu;2236346;HOSPITAL SINIMBU;;HOSPITAL BENFICENTE SINIMBU;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.534921;-52.521335;Hospital; ;96890-000;RUA BERNARDO FUERSTENAU, 477 - CENTRO;;ATIVO
1279;4317202;431720;470;Missioneira;14;REGIÃO 14 - FRONTEIRA NOROESTE;14ª CRS;Santa Rosa;3017060;HOSPITAL VIDA SAUDE FILIAL 01;;ASSOCIACAO BENEFICENTE DOM BOSCO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-27.87191;-54.476292;Hospital;PREDIO;98900-000;RUA SANTA ROSA, 980 - CENTRO;10.0;ATIVO
1283;4316907;431690;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Santa Maria;2244144;HOSPITAL DA BRIGADA MILITAR DE SANTA MARIA;;HOSPITAL DA BRIGADA MILITAR DE SANTA MARIA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.6873648;-53.7922962;Hospital;;97045-100;RUA EUCLIDES DA CUNHA, 1800 - N S DAS DORES;;ATIVO
1303;4304606;430460;464;Metropolitana;8;REGIÃO 08 - VALE DO CAÍ E METROPOLITANA;01ª CRS;Canoas;9679774;COMPLEXO LIBERTAD;51 34111008;LIBERTAD ASSISTENCIA EM SAUDE MENTAL LTDA;7;HOSPITAL ESPECIALIZADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-29.901594;-51.173793;Hospital;;92410-000;RUA ARAGUAIA, 335 - IGARA;;ATIVO
1304;4308904;430890;472;Norte;16;REGIÃO 16 - ALTO URUGUAI GAÚCHO;11ª CRS;Getúlio Vargas;2249510;HOSPITAL SAO ROQUE DE GETULIO VARGAS;;HOSPITAL SAO ROQUE DE GETULIO VARGAS;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.884086;-52.223151;Hospital; ;99900-000;RUA JACOB GREMMELAMIER, 212 - CENTRO;;ATIVO
1310;4313201;431320;479;Serra;23;REGIÃO 23 - CAXIAS E HORTÊNSIAS;05ª CRS;Nova Petrópolis;2241102;HOSPITAL NOVA PETROPOLIS;;ORDEM AUXILIADORA SENHORAS ENVANGELICAS NOVA PETROPOLIS;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.374175;-51.117774;Hospital; ;95150-000;RUA PASTOR H HUNSCHE, 823 - CENTRO;;ATIVO
1339;4304903;430490;473;Norte;17;REGIÃO 17 - PLANALTO;06ª CRS;Casca;2246872;HOSPITAL BENEFICENTE SANTA LUCIA - CASCA;;HOSPITAL BENEFICENTE SANTA LUCIA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-28.56653;-51.976172;Hospital; ;99260-000;RUA VITORINO MONTEIRO, 755 - CENTRO;;ATIVO
1364;4308706;430870;472;Norte;16;REGIÃO 16 - ALTO URUGUAI GAÚCHO;11ª CRS;Gaurama;2249545;HOSPITAL SANTA ISABEL GAURAMA;;ASSOCIACAO EDUCACIONAL E CARITATIVA HOSP STA ISABEL GAURAMA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;DUPLA;-27.5861;-52.100833;Hospital; ;99830-000;RUA JOSE SPONCHIADO, 690 - CENTRO;;ATIVO
1380;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;4372336;HOSPITAL DOCTOR CLIN;;INSTITUTO DE ASSISTENCIA A SAUDE LTDA;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-30.0476315;-51.2002024;Hospital;;90640002;AVENIDA VICENTE DA FONTOURA, 1470 - SANTANA;;ATIVO
1394;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;7513151;HOSPITAL RESTINGA E EXTREMO SUL;;ASSOCIACAO HOSPITALAR MOINHOS DE VENTO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-30.142609;-51.128625;Hospital; ;91790-000;ESTRADA JOAO ANTONIO DA SILVEIRA, 3330 - RESTINGA;10.0;ATIVO
1397;4312203;431220;474;Norte;18;REGIÃO 18 - ARAUCÁRIAS;06ª CRS;Maximiliano de Almeida;2247038;HOSPITAL SAO JOSE - MAXIMILIANO DE ALMEIDA;;SOCIEDADE BENEFICENTE SAO JOSE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.641966;-51.800168;Hospital; ;99890-000;RUA VITORIO SETTI, 195 - CENTRO;;ATIVO
1411;4304606;430460;464;Metropolitana;8;REGIÃO 08 - VALE DO CAÍ E METROPOLITANA;01ª CRS;Canoas;3626245;HOSPITAL PRONTO SOCORRO DE CANOAS DEP NELSON MARCHEZAN;;ASSOCIACAO EDUCADORA SAO CARLOS AESC;7;HOSPITAL ESPECIALIZADO;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.906418;-51.198125;Hospital; ;92330-290;RUA CACAPAVA, 100 - MATHIAS VELHO;10.0;ATIVO
1437;4316402;431640;459;Centro-Oeste;3;REGIÃO 03 - FRONTEIRA OESTE;10ª CRS;Rosário do Sul;2248239;HOSPITAL AUXILIADORA;(55) 3231-2700;HOSPITAL DE CARIDADE NOSSA SENHORA AUXILIADORA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-30.252026;-54.916635;Hospital; ;97590-000;RUA SETE DE SETEMBRO, 2257 - CENTRO;8.0;ATIVO
