objectid;restricao;escola;codigo_inep;municipio;localizacao;localidade_dif;endereco;telefone;porte_escola;etapas_modalidade;outras_ofertas_educ;latitude;longitude;cre;classif_porte;cod_idt;tp;cod_ibge_mun;ens_medio_tempo_integral;tp_risco
1082;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN FERNANDES VIEIRA;43083439;Lajeado;Urbana;A escola não está em área de localização diferenciada;R CORONEL FRANCISCO OSCAR KARNAL 538, 538 CENTRO. 95900-114 Lajeado - RS.;;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Educação de Jovens Adultos;Atendimento Educacional Especializado;-29.17838;-51.21407;3;4;8343;Escola Regular;4311403;0;Risco Hidrológico - Atingida em 2023
1085;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED JOSE MAURICIO;43069169;Gravataí;Urbana;A escola não está em área de localização diferenciada;AV XV DE NOVEMBRO 64, 64 VILA SAO GERALDO. 94150-230 Gravataí - RS.;;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-28.7847371;-51.01725076;28;5;6916;Escola Regular;4309209;0;Sem Risco Mapeado
1087;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COL ESTADUAL JUSSARA MARIA POLIDORO;43038646;Canoas;Urbana;A escola não está em área de localização diferenciada;AV AVENIDA DEZESSETE DE ABRIL 950, 950 GUAJUVIRAS. 92415-000 Canoas - RS.;(51) 34684034;Mais de 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-28.69450381;-55.9604391;27;6;3864;Escola Regular;4304606;0;Sem Risco Mapeado
1089;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN ERNESTO PEDROSO;43113508;Rio Grande;Urbana;A escola não está em área de localização diferenciada;R BORGES DE MEDEIROS SN, SN SANTA TEREZA. 96200-450 Rio Grande - RS.;(53) 32325016;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-31.7449224;-52.3445828;18;3;11350;Escola Regular;4315602;0;Sem Risco Mapeado
1094;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN JOAQUIM PEDRO SALGADO FILHO;43057020;Erechim;Urbana;A escola não está em área de localização diferenciada;ROD RODOVIA BR153 KM 51, KM 51 AEROPORTO. 99708-830 Erechim - RS.;(54) 35223260;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-29.29707231;-52.40295598;15;3;5702;Escola Regular;4307005;0;Sem Risco Mapeado
1097;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN PROFESSORA EMILIA DA SILVA PRATES;43118089;Rosário do Sul;Urbana;A escola não está em área de localização diferenciada;R BARAO DO MAUA 2880, 2880 PRIMAVERA. 97590-000 Rosário do Sul - RS.;(55) 32311675;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-30.1958463;-50.3559679;19;4;11808;Escola Regular;4316402;0;Sem Risco Mapeado
1098;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COL ESTADUAL PROF ANTONIO LEMOS DE ARAUJO;43028217;Cacequi;Urbana;A escola não está em área de localização diferenciada;AV OSVALDO ARANHA 156, 156 CENTRO. 97450-000 Cacequi - RS.;(55) 32541338;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos;;-30.1071378;-51.31385472;8;4;2821;Escola Regular;4302907;1;Sem Risco Mapeado
1105;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN BRIGADEIRO FRANCISCO DE LIMA E SILVA;43105998;Porto Alegre;Urbana;A escola não está em área de localização diferenciada;R TUNISIA 60, 60 JARDIM ITATI. 91370-290 Porto Alegre - RS.;(51) 33489390;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-28.85341018;-51.28842609;1;4;10599;Escola Regular;4314902;0;Sem Risco Mapeado
1112;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN PROF SILVANIA REGINA DE AVILA ALVES;43146180;Sapucaia do Sul;Urbana;A escola não está em área de localização diferenciada;R ASSIS BRASIL 176, 176 VILA JARDIM. 93222-360 Sapucaia do Sul - RS.;(51) 34746143;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-27.53449686;-52.72967655;27;3;14618;Escola Regular;4320008;0;Risco Hidrológico
1116;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN PAULO FREIRE;43205275;Manoel Viana;Rural;Área de assentamento;ETR ASSENTAMENTO SANTA MARIA DO IB SN S/INF, SN S/INF. 2 DISTRITO. 97640-000 Manoel Viana - RS.;;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-28.39105162;-53.91398498;10;3;18993;Escola Regular;4311759;0;Sem Risco Mapeado
1118;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN DR PERY DA CUNHA GONCALVES;43136109;São Gabriel;Urbana;A escola não está em área de localização diferenciada;R MARISTER CAPIOTTI SN, SN BELA VISTA. 97304-470 São Gabriel - RS.;;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-28.41624739;-54.94645756;19;3;13610;Escola Regular;4318309;0;Sem Risco Mapeado
1121;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INST EST EDUC MARCILIO DIAS;43156371;Torres;Urbana;A escola não está em área de localização diferenciada;TRV ARMANDO TORRES 40, 40 CENTRO. 95560-000 Torres - RS.;(51) 36641621;Mais de 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação Profissional;;-30.17644085;-51.17426264;11;6;15637;Escola Regular;4321501;0;Sem Risco Mapeado
1131;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED SAO CARLOS;43014674;Anta Gorda;Urbana;A escola não está em área de localização diferenciada;R DOUTOR CHAVES 497 PREDIO, 497 PREDIO. CENTRO. 95980-000 Anta Gorda - RS.;;Entre 51 e 200 matrículas de escolarização;Ensino Médio;;-29.16241;-51.16865;3;3;1467;Escola Regular;4300703;0;Sem Risco Mapeado
1134;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN NILO CARLITO KOETZ;43097723;Parobé;Urbana;A escola não está em área de localização diferenciada;R PRIMEIRO DE JANEIRO 093, 093 PALMEIRAS. 95630-000 Parobé - RS.;(51) 35433597;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-29.4583787;-54.72897367;2;3;9772;Escola Regular;4314050;0;Sem Risco Mapeado
1141;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ED BAS AMELIO FAGUNDES;43076076;Independência;Urbana;A escola não está em área de localização diferenciada;R ANISIO DE ARAUJO E SILVA 286 CASA, 286 CASA. CENTRO. 98915-000 Independência - RS.;(55) 35391106;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-27.7763686;-54.22898447;17;4;7607;Escola Regular;4310405;1;Sem Risco Mapeado
1142;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED JOAO HABEKOST;43114652;Rio Pardo;Rural;A escola não está em área de localização diferenciada;ETR ERS 403 INTER, INTER ARROIO DAS PEDRAS. 96640-000 Rio Pardo - RS.;;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-28.9209729;-54.55875801;6;3;11465;Escola Regular;4315701;0;Sem Risco Mapeado
1143;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN DR DARIO DA SILVA TAVARES;43039073;Capão do Leão;Urbana;A escola não está em área de localização diferenciada;AV NARCISO SILVA 1957, 1957 CENTRO. 96160-000 Capão do Leão - RS.;(53) 32751775;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-27.18377711;-53.71140051;5;4;3907;Escola Regular;4304663;0;Sem Risco Mapeado
1144;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN HEITOR MAZZINI;43065562;Garibaldi;Urbana;A escola não está em área de localização diferenciada;R JOSE GAVA 1621, 1621 TAMANDARE. 95720-000 Garibaldi - RS.;(54) 34647109;Até 50 matrículas de escolarização;Ensino Fundamental;;-29.80037168;-55.81874049;16;2;6556;Escola Regular;4308607;0;Sem Risco Mapeado
1166;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MEDIA EST JACINTO INACIO;43171281;Santana da Boa Vista;Urbana;A escola não está em área de localização diferenciada;R PE RAMAO FUENTEMAYOR 209, 209 CENTRO. 96590-000 Santana da Boa Vista - RS.;(53) 32581073;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos;Atendimento Educacional Especializado;-27.67415034;-54.81913726;5;5;17128;Escola Regular;4317004;0;Sem Risco Mapeado
1168;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST IND EM NHAMANDU NHEMOPUA;43002633;Viamão;Rural;Terra indígena;ETR DO GRAVATA 525, 525 ITAPUA. 94750-000 Viamão - RS.;;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos;;-29.85058461;-52.54803816;28;3;21318;Escola Indígena;4323002;0;Sem Risco Mapeado
1170;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COL ESTADUAL IMIGRANTE;43043704;Caxias do Sul;Urbana;A escola não está em área de localização diferenciada;R ANTONIO DE GASPERI 1124, 1124 BELA VISTA. 95072-060 Caxias do Sul - RS.;(54) 32225941;Mais de 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-29.48575758;-50.77107604;4;6;4370;Escola Regular;4305108;0;Sem Risco Mapeado
1174;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED ESTRELA VELHA;43210775;Estrela Velha;Urbana;A escola não está em área de localização diferenciada;R SERGIO TREVISAN CEOLIN 96 BLOCOS, 96 BLOCOS. CENTRO. 96990-000 Estrela Velha - RS.;;Entre 51 e 200 matrículas de escolarização;Ensino Médio;;-29.26316645;-51.19742653;24;3;19051;Escola Regular;4307815;0;Sem Risco Mapeado
1179;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN IRMAOS ANDRADAS;43037402;Canguçu;Urbana;A escola não está em área de localização diferenciada;R CORONEL GENES BENTO 458, 458 CENTRO. 96600-000 Canguçu - RS.;(53) 32521825;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-30.03801019;-51.20000755;5;4;3740;Escola Regular;4304507;0;Sem Risco Mapeado
1182;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INST EST EDUC CARDEAL PACELLI;43157734;Três de Maio;Urbana;A escola não está em área de localização diferenciada;R GINASIO PIO XII 85, 85 CENTRO. 98910-000 Três de Maio - RS.;(55) 35351224;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação Profissional;Atendimento Educacional Especializado;-30.0789011;-51.218418;17;5;15773;Escola Regular;4321808;0;Sem Risco Mapeado
1188;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN JERONIMO DE ALBUQUERQUE;43106617;Porto Alegre;Urbana;A escola não está em área de localização diferenciada;R JUAREZ TAVORA 550, 550 PARTENON. 91520-100 Porto Alegre - RS.;(51) 32253136;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-30.127705;-51.340952;1;4;10661;Escola Regular;4314902;0;Sem Risco Mapeado
1192;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COL ESTADUAL FRANCISCO A VIEIRA CALDAS JR;43108202;Porto Alegre;Urbana;A escola não está em área de localização diferenciada;R WALDOMIRO SCHAPKE 11 INTERCAP, 11 INTERCAP. PARTENON. 91530-390 Porto Alegre - RS.;(51) 33364878;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-29.59983326;-51.07152202;1;5;10820;Escola Regular;4314902;0;Sem Risco Mapeado
1196;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED DR OSCAR TOLLENS;43106277;Porto Alegre;Urbana;A escola não está em área de localização diferenciada;R VIDAL DE NEGREIROS 432, 432 PARTENON. 91520-480 Porto Alegre - RS.;(51) 33847067;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-29.64213;-51.14005;1;5;10627;Escola Regular;4314902;0;Sem Risco Mapeado
1197;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN EMILIO TARRAGO ASSUMPCAO;43038760;Capão da Canoa;Urbana;A escola não está em área de localização diferenciada;AV DARCY FEIJO 950, 950 ARROIO TEIXEIRA. 95555-000 Capão da Canoa - RS.;;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-30.60959175;-51.84495197;11;4;3876;Escola Regular;4304630;0;Sem Risco Mapeado
1203;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN TANAC;43087671;Montenegro;Urbana;A escola não está em área de localização diferenciada;R ANDORINHAS 37, 37 TANAC. 92524-105 Montenegro - RS.;(51) 36322740;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-29.1545904;-51.1797875;2;4;8767;Escola Regular;4312401;0;Sem Risco Mapeado
1205;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COL ESTADUAL SENADOR ALBERTO PASQUALINI;43092470;Novo Hamburgo;Urbana;A escola não está em área de localização diferenciada;R MARQUES DE SOUZA 528, 528 HAMBURGO VELHO. 93534-010 Novo Hamburgo - RS.;(51) 35951571;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-28.2094322;-51.5167435;2;5;9247;Escola Regular;4313409;0;Sem Risco Mapeado
1213;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED DEMETRIO RIBEIRO;43012299;Alegrete;Urbana;A escola não está em área de localização diferenciada;R GENERAL SAMPAIO 1559, 1559 CENTRO. 97541-261 Alegrete - RS.;(55) 34221476;Mais de 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos;;-31.3353786;-54.1079913;10;6;1229;Escola Regular;4300406;0;Sem Risco Mapeado
1215;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED DR EDMAR FETTER;43102077;Pelotas;Urbana;A escola não está em área de localização diferenciada;R CINCO 100 COL. VERDE, 100 COL. VERDE. LARANJAL. 96090-572 Pelotas - RS.;(53) 32263898;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-31.76593168;-52.34011667;5;5;10207;Escola Regular;4314407;0;Sem Risco Mapeado
1217;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COL ESTADUAL PARANA;43106943;Porto Alegre;Urbana;A escola não está em área de localização diferenciada;AV TAQUARI 395, 395 CRISTAL. 90810-180 Porto Alegre - RS.;(51) 32491222;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-29.45196001;-51.51626992;1;5;10694;Escola Regular;4314902;0;Risco de Movimento de Massa
1219;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN ALMIRANTE TAMANDARE;43113842;Rio Grande;Urbana;A escola não está em área de localização diferenciada;AV DOS ARQUIPELAGOS 111, 111 PARQUE MARINHA. 96215-000 Rio Grande - RS.;(53) 32351702;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Educação de Jovens Adultos;;-29.06868688;-51.86072057;18;4;11384;Escola Regular;4315602;0;Sem Risco Mapeado
1222;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN JULIO DE CASTILHOS;43162606;Uruguaiana;Urbana;A escola não está em área de localização diferenciada;AV FLORES DA CUNHA 817 ESQUINA, 817 ESQUINA. MASCARENHAS MORAES. 97502-043 Uruguaiana - RS.;;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-29.34844041;-49.74240131;10;3;16260;Escola Regular;4322400;0;Risco Hidrológico
1224;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST TECNICA OLAVO BILAC;43133037;São Borja;Urbana;A escola não está em área de localização diferenciada;R MAL FLORIANO PEIXOTO E FRANCIS 2410, 2410 PASSO. 97670-000 São Borja - RS.;(55) 34312701;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação Profissional;Atendimento Educacional Especializado;-30.3335584;-54.3341242;35;5;13303;Escola Regular;4318002;0;Sem Risco Mapeado
1225;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED DR ASSIS ANTONIO MARIANI;43043933;Caxias do Sul;Urbana;A escola não está em área de localização diferenciada;R ARMANDO CLAUDINO CANALLI 750, 750 JARDIM ELDORADO. 95059-000 Caxias do Sul - RS.;(54) 32292522;Entre 501 e 1000 matrículas de escolarização;Ensino Médio;Atendimento Educacional Especializado;-30.06301;-51.15938;4;5;4393;Escola Regular;4305108;0;Sem Risco Mapeado
1231;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED ROQUE GONZALES;43107184;Porto Alegre;Urbana;A escola não está em área de localização diferenciada;AV CAVALHADA 2433, 2433 CAVALHADA. 91740-001 Porto Alegre - RS.;(51) 32495727;Entre 501 e 1000 matrículas de escolarização;Ensino Médio;;-29.8016044;-55.743991;1;5;10718;Escola Regular;4314902;0;Risco Hidrológico
1232;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN TELMO MOTTA CIEP;43171478;Giruá;Urbana;A escola não está em área de localização diferenciada;R ALCIDES PILAU SN PREDIO, SN PREDIO. MORADA DO SOL. 98870-000 Giruá - RS.;(55) 33611805;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-29.88273;-51.17573;17;3;17147;Escola Regular;4309001;0;Sem Risco Mapeado
1235;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;E E EDUC PROFIS ESTRELA;43205186;Estrela;Urbana;A escola não está em área de localização diferenciada;R CORONEL MUSSNICH 270, 270 CENTRO. 95880-000 Estrela - RS.;(51) 37121185;Entre 51 e 200 matrículas de escolarização;Educação Profissional;;-29.8937392;-51.0486365;3;3;19008;Escola Regular;4307807;0;Risco Hidrológico
1250;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ED BAS VIADUTOS;43166814;Viadutos;Urbana;A escola não está em área de localização diferenciada;R BENTO GONCALVES 141 PREDIO, 141 PREDIO. CENTRO. 99820-000 Viadutos - RS.;(54) 33951294;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação Profissional;Atendimento Educacional Especializado;-29.6614665;-52.788952;15;4;16681;Escola Regular;4322905;0;Sem Risco Mapeado
1253;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;E E IND ENS FUN NA COMUNIDADE INDIGENA KAINGANG POR FI;43286003;São Leopoldo;Urbana;Terra indígena;ETR ESTRADA DO QUILOMBO 1015, 1015 FEITORIA. 93054-600 São Leopoldo - RS.;;Até 50 matrículas de escolarização;Ensino Fundamental;;-28.6804712;-50.4322219;2;2;21315;Escola Indígena;4318705;0;Sem Risco Mapeado
1259;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COL ESTADUAL CARLOS FAGUNDES DE MELLO;43106048;Porto Alegre;Urbana;A escola não está em área de localização diferenciada;R IRMA MARIA JOSE TREVISAN 200, 200 NAVEGANTES VILA FAR. 90250-430 Porto Alegre - RS.;(51) 33744722;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos;;-27.85991986;-54.45220049;1;5;10604;Escola Regular;4314902;0;Risco Hidrológico
1264;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN JOAO RIBEIRO;43092934;Novo Hamburgo;Urbana;A escola não está em área de localização diferenciada;R FLORENCA 103, 103 CANUDOS. 93542-060 Novo Hamburgo - RS.;(51) 35248342;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-27.26551559;-53.86250927;2;4;9293;Escola Regular;4313409;0;Sem Risco Mapeado
1266;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED 9 DE OUTUBRO;43104835;Portão;Urbana;A escola não está em área de localização diferenciada;R IVOTI 185, 185 CENTRO. 93180-000 Portão - RS.;(51) 35621019;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos;Atendimento Educacional Especializado;-29.64861;-50.77708;2;5;10483;Escola Regular;4314803;0;Sem Risco Mapeado
1280;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED JOAO OCTAVIO NOGUEIRA LEIRIA;43134025;São Francisco de Assis;Rural;A escola não está em área de localização diferenciada;VL TOROQUA SINF RURAL, SINF RURAL. SINF. 97610-000 São Francisco de Assis - RS.;;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-30.05763;-51.22091;8;3;13402;Escola Regular;4318101;0;Sem Risco Mapeado
1282;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN BARAO DO JACUI;43137288;São Jerônimo;Urbana;A escola não está em área de localização diferenciada;R CARLOS MORAES LEAO 100, 100 VILA PORTO DO CONDE. 96700-000 São Jerônimo - RS.;;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-27.5110827;-54.365273;12;3;13728;Escola Regular;4318408;0;Sem Risco Mapeado
1283;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED FELIPE CAMARAO;43143954;São Sebastião do Caí;Urbana;A escola não está em área de localização diferenciada;R PINHEIRO MACHADO 957, 957 CENTRO. 95760-000 São Sebastião do Caí - RS.;;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-28.29709909;-54.26581012;2;5;14395;Escola Regular;4319505;0;Sem Risco Mapeado
1284;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ED BAS PRESIDENTE ROOSEVELT;43108768;Porto Alegre;Urbana;A escola não está em área de localização diferenciada;R BOTAFOGO 396, 396 MENINO DEUS. 90150-050 Porto Alegre - RS.;(51) 30863312;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos;Atendimento Educacional Especializado;-29.74262208;-52.81731625;1;5;10876;Escola Regular;4314902;0;Sem Risco Mapeado
1286;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INST EST EDUC MADRE TEREZA;43147267;Seberi;Urbana;A escola não está em área de localização diferenciada;TRV CONDE DE PORTO ALEGRE 65, 65 CENTRO. 98380-000 Seberi - RS.;;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos;Atendimento Educacional Especializado;-29.2016192;-51.237286;20;5;14726;Escola Regular;4320206;0;Sem Risco Mapeado
1289;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST TECNICA JOSE CANELLAS;43064434;Frederico Westphalen;Urbana;A escola não está em área de localização diferenciada;R ASSIS BRASIL 1000, 1000 ITAPAGE. 98400-000 Frederico Westphalen - RS.;(55) 37441980;Entre 501 e 1000 matrículas de escolarização;Ensino Médio, Educação Profissional;;-30.83278889;-52.32373139;20;5;6443;Escola Regular;4308508;0;Sem Risco Mapeado
1294;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN VILA CRUZEIRO DO SUL;43109110;Porto Alegre;Urbana;A escola não está em área de localização diferenciada;AV CAPIVARI 2020, 2020 CRISTAL. 90810-070 Porto Alegre - RS.;;Até 50 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-30.0753969;-51.1098487;1;2;10911;Escola Regular;4314902;0;Sem Risco Mapeado
1299;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN MARCOS MACHADO COELHO;43159982;Triunfo;Rural;A escola não está em área de localização diferenciada;ETR BARRO VERMELHO SN, SN BARRO VERMELHO. 95840-000 Triunfo - RS.;;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-27.93140704;-54.3710683;27;3;15998;Escola Regular;4322004;0;Sem Risco Mapeado
1302;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED CONEGO JOAO BATISTA SORG;43039251;Carazinho;Urbana;A escola não está em área de localização diferenciada;R MARECHAL FLORIANO 688, 688 CENTRO. 99500-000 Carazinho - RS.;(54) 33311696;Entre 501 e 1000 matrículas de escolarização;Ensino Médio, Educação Profissional;Atendimento Educacional Especializado;-31.10079579;-50.91571596;39;5;3925;Escola Regular;4304705;0;Sem Risco Mapeado
1303;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN MARIA SATURNINA RUSCHEL;43062717;Feliz;Urbana;A escola não está em área de localização diferenciada;AV ARTHUR RUSCHEL 392 PREDIO, 392 PREDIO. CENTRO. 95770-000 Feliz - RS.;(51) 36373320;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-30.0455224;-51.3077563;2;3;6271;Escola Regular;4308102;0;Sem Risco Mapeado
1314;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COL ESTADUAL FREI GETULIO;43024718;Bom Jesus;Urbana;A escola não está em área de localização diferenciada;R DR JOSE FARIAS CANCELLO 374, 374 CENTRO. 95290-000 Bom Jesus - RS.;(54) 32371184;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação Profissional;;-29.60919064;-50.69092271;23;5;2471;Escola Regular;4302303;0;Sem Risco Mapeado
