objectid;cod_ibge;cod_ses;cod_regiao_uf;macrorregiao_saude;regiao_saude;nome_regiao_saude;crs;municipio;cod_cnes;nome_da_unidade;telefone;nome_razao_social;cod_tipo_un;ds_tipo_un;ds_natureza;tp_gestao;latitude;longitude;equipamento;pics;rbc;raps;complemento;cep;endereco;status;tp_rede_raps
1433;4316451;431645;468;Missioneira;12;REGIÃO 12 - PORTAL DAS MISSÕES;09ª CRS;Salto do Jacuí;2263300;POSTO DE SAUDE DA VILA CRUZEIRO;;PREFEITURA MUNICIPAL DO SALTO DO JACUI;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.09636322;-53.21238791;UBS;0;0;Sem dispositivo específico de saúde mental;;99440-000;RUA GUILHERME MULLER, 770 - CRUZEIRO;ATIVO;Atenção Básica
1436;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2264943;UNIDADE DE SAUDE ALTO ERECHIM;;PREFEITURA MUNICIPAL DE PORTO ALEGRE;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.08993976;-51.21230205;UBS;1;0;Sem dispositivo específico de saúde mental;;90843-420;RUA DOUTOR NEY CABRAL, 581 - NONOAI;ATIVO;Atenção Básica
1438;4313037;431303;458;Centro-Oeste;2;REGIÃO 02 - ENTRE RIOS;04ª CRS;Nova Esperança do Sul;2242370;PROGRAMA SAUDE DA FAMILIA PSF NOVA ESPERANÇA DO SUL;;PREFEITURA MUNICIPAL DE NOVA ESPERANCA DO SUL;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.4094359;-54.8304567;UBS;1;1;Sem dispositivo específico de saúde mental;;97770-000;RUA VOLUNTARIOS DA PATRIA, 1382 - CENTRO;ATIVO;Atenção Básica
1439;4310702;431070;472;Norte;16;REGIÃO 16 - ALTO URUGUAI GAÚCHO;11ª CRS;Itatiba do Sul;2248654;POSTO DE SAUDE DE SETE LAGOAS ITATIBA DO SUL;;PREFEITURA MUNICIPAL DE ITATIBA DO SUL;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-27.32512578;-52.49784794;UBS;0;0;Sem dispositivo específico de saúde mental;;99760-000;POVOADO SETE LAGOAS, S/N - SETE LAGOAS;ATIVO;Atenção Básica
1440;4310009;431000;468;Missioneira;12;REGIÃO 12 - PORTAL DAS MISSÕES;09ª CRS;Ibirubá;2263203;POSTO DE SAUDE CENTRAL DE IBIRUBA;;PREFEITURA MUNICIPAL DE IBIRUBA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.631;-53.08655;UBS;0;0;Sem dispositivo específico de saúde mental;;98200-000;RUA 7 DE SETEMBRO, 814 - CENTRO;ATIVO;Atenção Básica
1441;4307708;430770;464;Metropolitana;8;REGIÃO 08 - VALE DO CAÍ E METROPOLITANA;01ª CRS;Esteio;2229870;ESF DR PEDRO ERNESTO L MENEZES CAIC;;MUNICIPIO DE ESTEIO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.85944052;-51.13321017;UBS;1;1;Sem dispositivo específico de saúde mental;;93295-472;RUA ORESTES PIANTA, 220 - PARQUE PRIMAVERA;ATIVO;Atenção Básica
1442;4311981;431198;465;Metropolitana;9;REGIÃO 09 - CARBONÍFERA/COSTA DOCE;01ª CRS;Mariana Pimentel;2226049;POSTO DE SAUDE MARIANA PIMENTEL;;PREFEITURA MUNICIPAL DE MARIANA PIMENTEL;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;DUPLA;-30.3537857;-51.5842781;UBS;0;0;Sem dispositivo específico de saúde mental;;92900-000;RUA DR MONTAURY, 10 - CENTRO;ATIVO;Atenção Básica
1443;4322608;432260;484;Vales;28;REGIÃO 28 - VINTE E OITO;13ª CRS;Venâncio Aires;2778742;UBS SANTA EMILIA;;PREFEITURA MUNICIPAL DE VENANCIO AIRES;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.57761;-52.10234;UBS;0;0;Sem dispositivo específico de saúde mental;;95800-000;VILA SANTA EMILIA, S/N - INTERIOR;ATIVO;Atenção Básica
1444;4313904;431390;469;Missioneira;13;REGIÃO 13 - DIVERSIDADE;17ª CRS;Panambi;2254867;ESTRATEGIA SAUDE DA FAMILIA ESPERANCA;;PREFEITURA MUNICIPAL DE PANAMBI;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.31342645;-53.50432033;UBS;0;0;Sem dispositivo específico de saúde mental;;98280-000;ROBERTO WOLF, 15 - ARCO IRIS;ATIVO;Atenção Básica
1445;4320107;432010;476;Norte;20;REGIÃO 20 - ROTA DA PRODUÇÃO;15ª CRS;Sarandi;908991;ESF VII BEIRA CAMPO;;MUNICIPIO DE SARANDI;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-27.9835063;-52.9036385;UBS;0;0;Sem dispositivo específico de saúde mental;;99560-000;BEIRA CAMPO, S/N - DISTRITO;ATIVO;Atenção Básica
1446;4303905;430390;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;Campo Bom;2230461;CENTRO DE SAUDE QUATRO COLONIAS CAMPO BOM;;PREFEITURA MUNICIPAL DE CAMPO BOM;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.6631796;-51.0341848;UBS;0;0;Sem dispositivo específico de saúde mental;;93700-000;REINALDO REICHERT, 201 - QUATRO COLONIAS;ATIVO;Atenção Básica
1449;4316709;431670;468;Missioneira;12;REGIÃO 12 - PORTAL DAS MISSÕES;09ª CRS;Santa Bárbara do Sul;2263092;POSTO DE SAUDE CENTRAL SANTA BÁRBARA DO SUL;;PREFEITURA MUNICIPAL DE SANTA BARBARA DO SUL;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.369;-53.254708;UBS;1;0;Sem dispositivo específico de saúde mental;;98240-000;RUA CAPITAO JOAO MANOEL SILVEIRA, 764 - CENTRO;ATIVO;Atenção Básica
1450;4317400;431740;458;Centro-Oeste;2;REGIÃO 02 - ENTRE RIOS;04ª CRS;Santiago;2243105;UNIDADE ESF MISSOES DISTRITO 04;;MUNICIPIO DE SANTIAGO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.17388202;-54.88930404;UBS;0;0;Sem dispositivo específico de saúde mental;;97714-449;RUA LEOPOLDO RITTER, S/N - MISSOES;ATIVO;Atenção Básica
1451;4319901;431990;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;Sapiranga;2229498;P SVILA IRMASAPIRANGA;;PREFEITURA MUNICIPAL DE SAPIRANGA;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.64878036;-51.02325063;UBS;0;0;Sem dispositivo específico de saúde mental;;93805-800;LUIZ BREILLE, 334 - VILA IRMA;ATIVO;Atenção Básica
1452;4315503;431550;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Restinga Seca;2241765;PROGRAMA SAUDE DA FAMILIA PSF RURAL RESTINGA SÊCA;;PREFEITURA MUNICIPAL DE RESTINGA SECA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.72232;-53.384084;UBS;0;0;Sem dispositivo específico de saúde mental;;97200-000;RSC 287, S/N - SAO MIGUEL NOVO;ATIVO;Atenção Básica
1453;4315701;431570;484;Vales;28;REGIÃO 28 - VINTE E OITO;13ª CRS;Rio Pardo;7103816;UNIDADE DE SAUDE ALBARDAO;;PREFEITURA MUNICIPAL DE RIO PARDO;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.83370129;-52.58715428;UBS;0;0;Sem dispositivo específico de saúde mental;;96640-000;ALBARDAO, 00 - INTERIOR;ATIVO;Atenção Básica
1454;4305454;430545;461;Metropolitana;5;REGIÃO 05 - BONS VENTOS;18ª CRS;Cidreira;2257688;UNIDADE DE SAUDE DA FAMILIA BRISAS DO MAR;;PREFEITURA MUNICIPAL DE CIDREIRA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.17085184;-50.20730561;UBS;1;1;Sem dispositivo específico de saúde mental;;95595-000;AJAECIR NUNES DA SILVEIRA, 4419 - NAZARE;ATIVO;Atenção Básica
1455;4307104;430710;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Herval;2232405;CENTRO MUNICIPAL DE SAUDE HERVAL;;PREFEITURA MUNICIPAL DE HERVAL;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-32.02462043;-53.39518884;UBS;0;1;OT;;96310-000;RUA 15 DE NOVEMBRO, 680 - CENTRO;ATIVO;Atenção Básica
1456;4309506;430950;467;Missioneira;11;REGIÃO 11 - SETE POVOS DAS MISSÕES;12ª CRS;Guarani das Missões;7607911;ESF SANTA TEREZA GUARANI DAS MISSÕES;;PREFEITURA MUNICIPAL DE GUARANI DAS MISSOES;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.1424126;-54.5532064;UBS;1;0;Sem dispositivo específico de saúde mental;;97950-000;RUA SAO LOURENCO, 1003 - SANTA TEREZA;ATIVO;Atenção Básica
1457;4300877;430087;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;Araricá;3481999;ESF ANA NERI ARARICA;;MUNICIPIO DE ARARICA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.63646625;-50.92226838;UBS;1;1;Sem dispositivo específico de saúde mental;;93880-000;RUA SERRARIA FERRABRAZ, 920 - IMPERATRIZ;ATIVO;Atenção Básica
1459;4318440;431844;481;Serra;25;REGIÃO 25 - VINHEDOS E BASALTO;05ª CRS;São Jorge;2240807;POSTO DE SAUDE SAO JORGE;;PREFEITURA MUNICIPAL DE SAO JORGE;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.50439759;-51.70473867;UBS;1;1;Sem dispositivo específico de saúde mental;;95365-000;RUA RUA DO PARQUE, 221 - CENTRO;ATIVO;Atenção Básica
1460;4318705;431870;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;São Leopoldo;6289096;UNIDADE BASICA DE SAUDE COHAB FEITORIA ESF;;PREFEITURA MUNICIPAL DE SAO LEOPOLDO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.76172529;-51.09470237;UBS;1;0;OT;;93054-410;RUA MALTA, 430 - FEITORIA;ATIVO;Atenção Básica
1461;4317509;431750;467;Missioneira;11;REGIÃO 11 - SETE POVOS DAS MISSÕES;12ª CRS;Santo Ângelo;2256614;PS RINCAO DO SOSSEGO;;PREFEITURA MUNICIPAL DE SANTO ANGELO;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.212911;-54.2328167;UBS;0;0;Sem dispositivo específico de saúde mental;;98829-000;RINCAO DO SOSSEGO, S/N - INTERIOR;ATIVO;Atenção Básica
1462;4310603;431060;459;Centro-Oeste;3;REGIÃO 03 - FRONTEIRA OESTE;10ª CRS;Itaqui;6718124;PLANTAO DO HOSPITAL SAO PATRICIO;;UNIDADE DE PRONTO ATENDIMENTO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.1291715;-56.5591187;UBS;0;0;Sem dispositivo específico de saúde mental;ANEXO AO HOSPITAL;97650000;RUA DOMINGOS MARTINS, 694 - JOSE DA LUZ+;ATIVO;Atenção Básica
1463;4321808;432180;470;Missioneira;14;REGIÃO 14 - FRONTEIRA NOROESTE;14ª CRS;Três de Maio;4224574;PSF VIVA CUIDAR;;PREFEITURA MUNICIPAL DE TRES DE MAIO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-27.7795734;-54.2351839;UBS;1;0;Sem dispositivo específico de saúde mental;;98910-000;RUA SANTO ANGELO, 574 - CENTRO;ATIVO;Atenção Básica
1464;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2264595;UNIDADE DE SAUDE TRISTEZA;;PREFEITURA MUNICIPAL DE PORTO ALEGRE;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.111085;-51.254613;UBS;1;0;Sem dispositivo específico de saúde mental;;91900-000;AVENIDA WENCESLAU ESCOBAR, 110 - TRISTEZA;ATIVO;Atenção Básica
1466;4302303;430230;480;Serra;24;REGIÃO 24 - CAMPOS DE CIMA DA SERRA;05ª CRS;Bom Jesus;2700611;UNIDADE DE SAUDE BAIRRO SANTA CATARINA ESF;;PREFEITURA MUNICIPAL DE BOM JESUS;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.6827671;-50.4315249;UBS;1;1;Sem dispositivo específico de saúde mental;;95290-000;AV GETULIO VARGAS, 1454 - SANTA CATARINA;ATIVO;Atenção Básica
1467;4321204;432120;462;Metropolitana;6;REGIÃO 06 - VALE DO PARANHANA E COSTA SERRA;01ª CRS;Taquara;2225603;UNIDADE BASICA DE SAUDE REGINA JARDIM DA SILVA;;PREFEITURA MUNICIPAL DE TAQUARA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.65830554;-50.76233186;UBS;0;1;Sem dispositivo específico de saúde mental;;95607-768;RUA FLORES DA CUNHA, 1665 - MUNDO NOVO;ATIVO;Atenção Básica
1471;4313201;431320;479;Serra;23;REGIÃO 23 - CAXIAS E HORTÊNSIAS;05ª CRS;Nova Petrópolis;4174453;ESF LINHA IMPERIAL;;MUNICIPIO DE NOVA PETROPOLIS;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.3597906;-51.0497693;UBS;1;0;Sem dispositivo específico de saúde mental;;95150-000;RUA ANTONIO SCHOELLER, 1962 - LINHA IMPERIAL;ATIVO;Atenção Básica
1472;4315800;431580;485;Vales;29;REGIÃO 29 - VALES E MONTANHAS;16ª CRS;Roca Sales;7729693;UNIDADE BASICA DE SAUDE BAIRRO SETE DE SETEMBRO;;PREFEITURA MUNICIPAL DE ROCA SALES;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.295153;-51.8750523;UBS;0;1;Sem dispositivo específico de saúde mental;;95735-000;RUA JOSE BROCK, 734 - LOTEAMENTO SETE DE S;ATIVO;Atenção Básica
1473;4304630;430463;460;Metropolitana;4;REGIÃO 04 - BELAS PRAIAS;18ª CRS;Capão da Canoa;6228003;UNIDADE DE SAUDE ARCO IRIS;;MUNICIPIO DE CAPAO DA CANOA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.73290928;-50.00966683;UBS;0;0;Sem dispositivo específico de saúde mental;;95555-000;DA ESTRADA FEDERAL, 640 - ARCO IRIS;ATIVO;Atenção Básica
1474;4318101;431810;458;Centro-Oeste;2;REGIÃO 02 - ENTRE RIOS;04ª CRS;São Francisco de Assis;9804919;CASULO AMBULATORIO DE SAUDE MENTAL;;PREFEITURA MUNICIPAL DE SAO FRANCISCO DE ASSIS;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;DUPLA;-29.55835;-55.12728;UBS;0;0;Sem dispositivo específico de saúde mental;;97610-000;SILVA JARDIM, 1800 - CENTRO;ATIVO;Atenção Básica
1476;4301057;430105;460;Metropolitana;4;REGIÃO 04 - BELAS PRAIAS;18ª CRS;Arroio do Sal;2224135;ESF RONDINHA;;PREFEITURA MUNICIPAL DE ARROIO DO SAL;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.49340663;-49.85418303;UBS;0;0;Sem dispositivo específico de saúde mental;;95585-000;RUA K, 69 - RONDINHA NOVA;ATIVO;Atenção Básica
1478;4317103;431710;459;Centro-Oeste;3;REGIÃO 03 - FRONTEIRA OESTE;10ª CRS;Santana do Livramento;7545622;ESF VIII E IX SANTA ROSA ALTEMAR GOMES PINTO;;PREFEITURA MUNICIPAL DE SANTANA DO LIVRAMENTO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.85653491;-55.55376407;UBS;1;0;Sem dispositivo específico de saúde mental;;97573-616;PREFEITO ALGENOR BARCELLOS FEIO, 09 - SANTA ROSA;ATIVO;Atenção Básica
1479;4311908;431190;472;Norte;16;REGIÃO 16 - ALTO URUGUAI GAÚCHO;11ª CRS;Marcelino Ramos;2248514;POSTO DE SAUDE CORONEL TEIXEIRA MARCELINO RAMOS;;MUNICIPIO DE MARCELINO RAMOS;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-27.40733114;-52.0388502;UBS;0;0;Sem dispositivo específico de saúde mental;;99805-000;RUA PRINCIPAL, S/N - CORONEL TEIXEIRA;ATIVO;Atenção Básica
1481;4318705;431870;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;São Leopoldo;2230658;UNIDADE BASICA DE SAUDE RIO BRANCO;;PREFEITURA MUNICIPAL DE SAO LEOPOLDO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.768865;-51.129865;UBS;1;0;Sem dispositivo específico de saúde mental;;93040-380;RUA DR JOAO DUTRA, 41 - RIO BRANCO;ATIVO;Atenção Básica
1482;4316907;431690;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Santa Maria;2243512;UNIDADE DE SAUDE ONEYDE DE CARVALHO EAP;;PREFEITURA MUNICIPAL DE SANTA MARIA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.72361613;-53.80745578;UBS;0;0;Sem dispositivo específico de saúde mental;;97070-750;RUA VICTORIO LORENZI, 100 - VILA LORENZI;ATIVO;Atenção Básica
1484;4321667;432166;460;Metropolitana;4;REGIÃO 04 - BELAS PRAIAS;18ª CRS;Três Cachoeiras;2223872;POSTO DE SAUDE DE MORRO AZUL;;MUNICIPIO DE TRES CACHOEIRAS;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.45689527;-49.98838888;UBS;0;0;Sem dispositivo específico de saúde mental;;95580-000;MORRO AZUL, S/N - MORRO AZUL INTERIOR;ATIVO;Atenção Básica
1486;4310603;431060;459;Centro-Oeste;3;REGIÃO 03 - FRONTEIRA OESTE;10ª CRS;Itaqui;3055396;PSF VILA PROMORAR;;PREFEITURA MUNICIPAL DE ITAQUI;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.15369417;-56.54427235;UBS;0;0;OT;;97650-000;AV AMERICA, 100 - PROMORAR;ATIVO;Atenção Básica
1487;4323804;432380;460;Metropolitana;4;REGIÃO 04 - BELAS PRAIAS;18ª CRS;Xangri-lá;2224348;ESF RAINHA DO MAR;;PREFEITURA MUNICIPAL DE XANGRILA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.85125545;-50.07162658;UBS;1;0;Sem dispositivo específico de saúde mental;;95588-000;RUA ALEXANDRITA, 999 - RAINHA DO MAR;ATIVO;Atenção Básica
1488;4309001;430900;470;Missioneira;14;REGIÃO 14 - FRONTEIRA NOROESTE;14ª CRS;Giruá;9200843;NASF 1 GIRUA;;MUNICIPIO DE GIRUA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.0283534;-54.3459765;UBS;0;0;Sem dispositivo específico de saúde mental;;98870-000;RUA BORGES DE MEDEIROS, 120 - CENTRO;ATIVO;Atenção Básica
1489;4309308;430930;465;Metropolitana;9;REGIÃO 09 - CARBONÍFERA/COSTA DOCE;01ª CRS;Guaíba;2225972;UNIDADE BASICA DE SAUDE VILA IOLANDA;;PREFEITURA MUNICIPAL DE GUAIBA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.1421257;-51.329364;UBS;0;0;Sem dispositivo específico de saúde mental;;92726-120;RUA VALDOMIRO RODRIGUES, 248 - VILA IOLANDA;ATIVO;Atenção Básica
1491;4314035;431403;464;Metropolitana;8;REGIÃO 08 - VALE DO CAÍ E METROPOLITANA;01ª CRS;Pareci Novo;2226022;POSTO DE SAUDE BANANAL;;PREFEITURA MUNICIPAL DE PARECI NOVO;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.621596;-51.4199068;UBS;0;0;Sem dispositivo específico de saúde mental;;95783-000;ESTRADA BANANAL, S/N - BANANAL;ATIVO;Atenção Básica
1494;4306908;430690;483;Vales;27;REGIÃO 27 - JACUÍ CENTRO;08ª CRS;Encruzilhada do Sul;7326513;POSTO DE SAUDE DO INTERIOR ENCRUZILHADA DO SUL;;PREFEITURA MUNICIPAL DE ENCRUZILHADA DO SUL;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.54199136;-52.52739603;UBS;0;0;Sem dispositivo específico de saúde mental;;96610-000;RUA GENERAL OSORIO, 375 - CENTRO;ATIVO;Atenção Básica
1495;4305108;430510;479;Serra;23;REGIÃO 23 - CAXIAS E HORTÊNSIAS;05ª CRS;Caxias do Sul;2239590;UBS SALGADO FILHO CAXIAS DO SUL;;PREFEITURA MUNICIPAL DE CAXIAS DO SUL;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.1909591;-51.1888296;UBS;1;0;Sem dispositivo específico de saúde mental;;95098-320;RUA MARCELO FELIPPI, 268 - SALGADO FILHO;ATIVO;Atenção Básica
1496;4309308;430930;465;Metropolitana;9;REGIÃO 09 - CARBONÍFERA/COSTA DOCE;01ª CRS;Guaíba;9742050;ESF IPE SANTA RITA;;PREFEITURA MUNICIPAL DE GUAIBA;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.08895978;-51.32161305;UBS;0;0;Sem dispositivo específico de saúde mental;;92708-030;WENCESLAU FONTOURA, 1059 - SANTA RITA;ATIVO;Atenção Básica
1499;4307807;430780;486;Vales;30;REGIÃO 30 - VALE DA LUZ;16ª CRS;Estrela;6647219;UNIDADE BASICA DE SAUDE AUXILIADORA ESTRELA;;MUNICIPIO DE ESTRELA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.51686184;-51.96030217;UBS;0;0;Sem dispositivo específico de saúde mental;;95880-000;RUA JOAO PAULO I, 716 - AUXILIADORA;ATIVO;Atenção Básica
1500;4314605;431460;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Piratini;7492545;ESF PADRE ZOMAR GARCIA;;PREFEITURA MUNICIPAL DE PIRATINI;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-31.43664248;-53.10061145;UBS;0;0;Sem dispositivo específico de saúde mental;;96490-000;VENANCIO ALVES ALVES DE OLIVEIRA, 370 - FARROUPILHA;ATIVO;Atenção Básica
1501;4304705;430470;473;Norte;17;REGIÃO 17 - PLANALTO;06ª CRS;Carazinho;2262185;ESTRATEGIA DE SAUDE DA FAMILIA DR ELBIO BALCEMAO ESTEVE;;PREFEITURA MUNICIPAL DE CARAZINHO;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.30490709;-52.79302538;UBS;0;0;OT;;99500-000;RUA COIMBRA ESQUINA RUA IPANEMA, S/N - OPERARIO;ATIVO;Atenção Básica
1502;4308904;430890;472;Norte;16;REGIÃO 16 - ALTO URUGUAI GAÚCHO;11ª CRS;Getúlio Vargas;2248794;POSTO DE SAUDE DE RIO TOLDO GETULIO VARGAS;;PREFEITURA MUNICIPAL DE GETULIO VARGAS;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-27.74884733;-52.16841919;UBS;0;0;Sem dispositivo específico de saúde mental;;99900-000;RIO TOLDO, S/N - RIO TOLDO;ATIVO;Atenção Básica
1504;4321204;432120;462;Metropolitana;6;REGIÃO 06 - VALE DO PARANHANA E COSTA SERRA;01ª CRS;Taquara;2225700;UNIDADE BASICA DE SAUDE FAZENDA FIALHO;;PREFEITURA MUNICIPAL DE TAQUARA;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.759;-50.877257;UBS;1;0;Sem dispositivo específico de saúde mental;;95600-000;INTERIOR, 1 - INTERIOR;ATIVO;Atenção Básica
1505;4318903;431890;467;Missioneira;11;REGIÃO 11 - SETE POVOS DAS MISSÕES;12ª CRS;São Luiz Gonzaga;6422071;ESF 9 DR CHICO;;PREFEITURA MUNICIPAL DE SAO LUIZ GONZAGA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.4096137;-54.9817288;UBS;0;0;Sem dispositivo específico de saúde mental;;97800-000;RUA MANDUCA CIPRIANO, 1064 - VILA NOVA;ATIVO;Atenção Básica
1506;4304853;430485;472;Norte;16;REGIÃO 16 - ALTO URUGUAI GAÚCHO;11ª CRS;Carlos Gomes;2248557;UNIDADE BASICA DE SAUDE DE CARLOS GOMES;;PREFEITURA MUNICIPAL DE CARLOS GOMES;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-27.71619;-51.91525;UBS;1;1;Sem dispositivo específico de saúde mental;;99825-000;RUA ESTANISLAU MALYS, S/N - CENTRO;ATIVO;Atenção Básica
1509;4308409;430840;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Formigueiro;2241587;ESF CENTRO FORMIGUEIRO;;PREFEITURA MUNICIPAL DE FORMIGUEIRO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.00060534;-53.49584243;UBS;0;1;Sem dispositivo específico de saúde mental;;97210-000;RUA VEREADOR ADELINO CARDOSO, 150 - CENTRO;ATIVO;Atenção Básica
